"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if a bank manager is able to open an account for a customer","2236","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 12:57:49 GMT 2025","passed","Tue Jul 08 12:57:52 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if customer postal code is validated when adding new customer","1401","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 12:57:33 GMT 2025","failed","Tue Jul 08 12:57:34 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if customer can successfully access their own account","1724","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 12:56:09 GMT 2025","passed","Tue Jul 08 12:56:11 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if amount gets validated when withdrawing","7362","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 12:57:15 GMT 2025","passed","Tue Jul 08 12:57:22 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when making deposits","7357","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:33 GMT 2025","passed","Tue Jul 08 12:56:40 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to open an account for a customer","2279","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 12:58:04 GMT 2025","passed","Tue Jul 08 12:58:07 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if a customer can successfully make a deposit","2294","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 12:56:30 GMT 2025","passed","Tue Jul 08 12:56:32 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if a customer can successfully make a deposit","1941","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 12:56:16 GMT 2025","passed","Tue Jul 08 12:56:18 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if a bank manager is able to add new customers","1374","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 12:57:29 GMT 2025","passed","Tue Jul 08 12:57:31 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customers can view their own transaction history","2146","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 12:56:27 GMT 2025","passed","Tue Jul 08 12:56:30 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if a customer profile is required to open an account","6136","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 12:57:43 GMT 2025","passed","Tue Jul 08 12:57:49 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if currency is required to open an account","6126","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 12:57:35 GMT 2025","passed","Tue Jul 08 12:57:41 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if customer names are validated when adding new customer","1406","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 12:57:29 GMT 2025","failed","Tue Jul 08 12:57:31 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if customer names are validated when adding new customer","1451","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 12:57:23 GMT 2025","failed","Tue Jul 08 12:57:24 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if customer postal code is validated when adding new customer","764","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 12:57:21 GMT 2025","failed","Tue Jul 08 12:57:22 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if a customer profile is required to open an account","6374","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 12:57:42 GMT 2025","passed","Tue Jul 08 12:57:49 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if a bank manager is able to add new customers","752","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 12:57:24 GMT 2025","passed","Tue Jul 08 12:57:25 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customer can successfully access their own account","1668","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 12:56:19 GMT 2025","passed","Tue Jul 08 12:56:21 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if a customer profile is required to open an account","6409","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 12:57:56 GMT 2025","passed","Tue Jul 08 12:58:03 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if customer can successfully access their own account","1913","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 12:56:25 GMT 2025","passed","Tue Jul 08 12:56:27 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if amount gets validated when making deposits","7331","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:49 GMT 2025","passed","Tue Jul 08 12:56:56 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when withdrawing","6980","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:59 GMT 2025","passed","Tue Jul 08 12:57:06 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when making deposits","6960","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:20 GMT 2025","passed","Tue Jul 08 12:56:27 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3126","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 12:57:32 GMT 2025","passed","Tue Jul 08 12:57:35 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when withdrawing","7303","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 12:57:02 GMT 2025","passed","Tue Jul 08 12:57:09 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to add new customers","783","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 12:57:27 GMT 2025","passed","Tue Jul 08 12:57:28 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when withdrawing","7364","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:59 GMT 2025","passed","Tue Jul 08 12:57:06 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when making deposits","7008","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:38 GMT 2025","passed","Tue Jul 08 12:56:45 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to open an account for a customer","1340","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 12:57:52 GMT 2025","passed","Tue Jul 08 12:57:53 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if a bank manager is able to add new customers","1398","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 12:57:39 GMT 2025","passed","Tue Jul 08 12:57:41 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if a customer can successfully make a deposit","2159","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 12:56:27 GMT 2025","passed","Tue Jul 08 12:56:29 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if amount gets validated when making deposits","7290","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:40 GMT 2025","passed","Tue Jul 08 12:56:47 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when making deposits","7419","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:49 GMT 2025","passed","Tue Jul 08 12:56:56 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if currency is required to open an account","6394","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 12:57:48 GMT 2025","passed","Tue Jul 08 12:57:54 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if a bank manager is able to delete a customer account","1705","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 12:57:30 GMT 2025","passed","Tue Jul 08 12:57:32 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if customer postal code is validated when adding new customer","1360","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 12:57:25 GMT 2025","failed","Tue Jul 08 12:57:27 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if currency is required to open an account","6375","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 12:57:35 GMT 2025","passed","Tue Jul 08 12:57:42 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if amount gets validated when making deposits","7299","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:41 GMT 2025","passed","Tue Jul 08 12:56:48 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when making deposits","7285","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:31 GMT 2025","passed","Tue Jul 08 12:56:38 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customers can successfully withdraw their funds","2175","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 12:56:58 GMT 2025","passed","Tue Jul 08 12:57:00 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if amount gets validated when withdrawing","7310","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 12:57:11 GMT 2025","passed","Tue Jul 08 12:57:18 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when making deposits","6930","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 12:56:29 GMT 2025","passed","Tue Jul 08 12:56:36 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7384","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 12:57:07 GMT 2025","passed","Tue Jul 08 12:57:14 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if customers can view their own transaction history","1637","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 12:56:13 GMT 2025","passed","Tue Jul 08 12:56:14 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
