"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","afterExample"
"","3","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","beforeEachNavigateToAUT"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","afterExample"
"Verify billing info is properly validated: {desc}","0","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify the overview page displays correct billing info and totals","0","verifyCorrectBillingTotalsAreDisplayed","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","verifyCorrectBillingTotalsAreDisplayed"
"Verify filling overview with valid billing info","1","verifyFillingOverviewWithValidBillingInfo","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyFillingOverviewWithValidBillingInfo"
"Verify filling overview with valid billing info","0","verifyFillingOverviewWithValidBillingInfo","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyFillingOverviewWithValidBillingInfo"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","beforeEachNavigateToAUT"
"Verify checkout option is available when cart has items","0","verifyCheckoutOptionIsAvailableWhenCartHasItems","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCheckoutOptionIsAvailableWhenCartHasItems"
"","13","afterExample","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","afterExample"
"Verify cart count badge is updated when removing items","3","verifyCartCountBadgeWhenRemovingFromCart","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenRemovingFromCart"
"Verify billing info is properly validated: {desc}","1","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","afterExample"
"Verify cart item can be removed","0","verifyCartItemCanBeRemoved","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCartItemCanBeRemoved"
"","1","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","beforeEachNavigateToAUT"
"Verify login with invalid credentials: {desc}","1","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify login with valid credentials: {desc}","0","verifyLoginWithValidCredentials","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithValidCredentials"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
