"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify billing info is properly validated: {desc}","293","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 14:15:54 GMT 2025","passed","Sat Aug 09 14:15:54 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify back to products functionality","324","verifyBackToProducts","SelenideGridSuite","Sat Aug 09 14:16:16 GMT 2025","passed","Sat Aug 09 14:16:16 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyBackToProducts"
"Verify login with invalid credentials: {desc}","433","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:16:06 GMT 2025","passed","Sat Aug 09 14:16:06 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify cart count badge is updated when removing items","1155","verifyCartCountBadgeWhenRemovingFromCart","SelenideGridSuite","Sat Aug 09 14:16:07 GMT 2025","passed","Sat Aug 09 14:16:08 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenRemovingFromCart"
"Verify cart item can be removed","1439","verifyCartItemCanBeRemoved","SelenideGridSuite","Sat Aug 09 14:16:09 GMT 2025","passed","Sat Aug 09 14:16:11 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCartItemCanBeRemoved"
"Verify filling overview with valid billing info","609","verifyFillingOverviewWithValidBillingInfo","SelenideGridSuite","Sat Aug 09 14:15:50 GMT 2025","passed","Sat Aug 09 14:15:51 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyFillingOverviewWithValidBillingInfo"
"Verify cart count badge is updated when adding items","728","verifyCartCountBadgeWhenAddingToCart","SelenideGridSuite","Sat Aug 09 14:15:46 GMT 2025","passed","Sat Aug 09 14:15:47 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenAddingToCart"
"Verify login with invalid credentials: {desc}","312","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:15:48 GMT 2025","passed","Sat Aug 09 14:15:48 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify items added to cart reflect in the cart page","482","verifyItemsAddedToCartReflectInCartPage","SelenideGridSuite","Sat Aug 09 14:15:47 GMT 2025","passed","Sat Aug 09 14:15:48 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyItemsAddedToCartReflectInCartPage"
"Verify checkout completion","43","verifyCheckoutCompletion","SelenideGridSuite","Sat Aug 09 14:15:53 GMT 2025","passed","Sat Aug 09 14:15:53 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyCheckoutCompletion"
"Verify login with invalid credentials: {desc}","455","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:16:08 GMT 2025","passed","Sat Aug 09 14:16:09 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify billing info is properly validated: {desc}","305","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 14:15:53 GMT 2025","passed","Sat Aug 09 14:15:53 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify login with valid credentials: {desc}","666","verifyLoginWithValidCredentials","SelenideGridSuite","Sat Aug 09 14:15:45 GMT 2025","passed","Sat Aug 09 14:15:46 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithValidCredentials"
"Verify filling overview with valid billing info","708","verifyFillingOverviewWithValidBillingInfo","SelenideGridSuite","Sat Aug 09 14:16:13 GMT 2025","passed","Sat Aug 09 14:16:13 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyFillingOverviewWithValidBillingInfo"
"Verify cart count badge is updated when adding items","924","verifyCartCountBadgeWhenAddingToCart","SelenideGridSuite","Sat Aug 09 14:16:06 GMT 2025","passed","Sat Aug 09 14:16:07 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenAddingToCart"
"Verify products are populated and contain details","687","verifyProductsArePopulated","SelenideGridSuite","Sat Aug 09 14:15:48 GMT 2025","passed","Sat Aug 09 14:15:48 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyProductsArePopulated"
"Verify the overview page displays correct billing info and totals","187","verifyCorrectBillingTotalsAreDisplayed","SelenideGridSuite","Sat Aug 09 14:15:51 GMT 2025","passed","Sat Aug 09 14:15:51 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","verifyCorrectBillingTotalsAreDisplayed"
"Verify login with invalid credentials: {desc}","364","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:15:46 GMT 2025","passed","Sat Aug 09 14:15:47 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify login with invalid credentials: {desc}","395","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:16:07 GMT 2025","passed","Sat Aug 09 14:16:07 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify billing info is properly validated: {desc}","423","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 14:16:14 GMT 2025","passed","Sat Aug 09 14:16:15 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify checkout option does not appear when cart is empty","292","verifyCheckoutOptionDoesNotAppearWhenCartIsEmpty","SelenideGridSuite","Sat Aug 09 14:15:49 GMT 2025","failed","Sat Aug 09 14:15:49 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCheckoutOptionDoesNotAppearWhenCartIsEmpty"
"Verify login with invalid credentials: {desc}","343","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:15:47 GMT 2025","passed","Sat Aug 09 14:15:48 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify checkout option does not appear when cart is empty","366","verifyCheckoutOptionDoesNotAppearWhenCartIsEmpty","SelenideGridSuite","Sat Aug 09 14:16:10 GMT 2025","failed","Sat Aug 09 14:16:10 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCheckoutOptionDoesNotAppearWhenCartIsEmpty"
"Verify billing info is properly validated: {desc}","463","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 14:15:51 GMT 2025","passed","Sat Aug 09 14:15:52 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify billing info is properly validated: {desc}","363","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 14:16:18 GMT 2025","passed","Sat Aug 09 14:16:19 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify cart count badge is updated when removing items","680","verifyCartCountBadgeWhenRemovingFromCart","SelenideGridSuite","Sat Aug 09 14:15:46 GMT 2025","passed","Sat Aug 09 14:15:47 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenRemovingFromCart"
"Verify items added to cart reflect in the cart page","849","verifyItemsAddedToCartReflectInCartPage","SelenideGridSuite","Sat Aug 09 14:16:07 GMT 2025","passed","Sat Aug 09 14:16:08 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyItemsAddedToCartReflectInCartPage"
"Verify item `Remove` option from inventory page works correctly","1681","verifyRemoveItemFromInventory","SelenideGridSuite","Sat Aug 09 14:16:09 GMT 2025","passed","Sat Aug 09 14:16:10 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyRemoveItemFromInventory"
"Verify item `Remove` option from inventory page works correctly","827","verifyRemoveItemFromInventory","SelenideGridSuite","Sat Aug 09 14:15:48 GMT 2025","passed","Sat Aug 09 14:15:49 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyRemoveItemFromInventory"
"Verify login with valid credentials: {desc}","1067","verifyLoginWithValidCredentials","SelenideGridSuite","Sat Aug 09 14:16:05 GMT 2025","passed","Sat Aug 09 14:16:06 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithValidCredentials"
"Verify login with invalid credentials: {desc}","818","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:16:05 GMT 2025","passed","Sat Aug 09 14:16:06 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify login with invalid credentials: {desc}","334","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:15:47 GMT 2025","passed","Sat Aug 09 14:15:47 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify products are populated and contain details","577","verifyProductsArePopulated","SelenideGridSuite","Sat Aug 09 14:16:08 GMT 2025","passed","Sat Aug 09 14:16:09 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyProductsArePopulated"
"Verify checkout option is available when cart has items","675","verifyCheckoutOptionIsAvailableWhenCartHasItems","SelenideGridSuite","Sat Aug 09 14:16:11 GMT 2025","passed","Sat Aug 09 14:16:11 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCheckoutOptionIsAvailableWhenCartHasItems"
