"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if customers can successfully withdraw their funds","1896","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 20:49:34 GMT 2025","passed","Tue Jul 08 20:49:36 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if amount gets validated when making deposits","7319","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:49:18 GMT 2025","passed","Tue Jul 08 20:49:26 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when making deposits","7412","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:49:25 GMT 2025","passed","Tue Jul 08 20:49:32 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customers can view their own transaction history","1480","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 20:49:01 GMT 2025","passed","Tue Jul 08 20:49:02 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if a customer profile is required to open an account","6114","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 20:50:31 GMT 2025","passed","Tue Jul 08 20:50:37 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if a bank manager is able to delete a customer account","3155","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 20:50:30 GMT 2025","passed","Tue Jul 08 20:50:33 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when withdrawing","7419","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 20:49:56 GMT 2025","passed","Tue Jul 08 20:50:04 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to open an account for a customer","2286","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 20:50:52 GMT 2025","passed","Tue Jul 08 20:50:54 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if customer names are validated when adding new customer","1450","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 20:50:08 GMT 2025","failed","Tue Jul 08 20:50:09 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if customer postal code is validated when adding new customer","755","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 20:50:09 GMT 2025","failed","Tue Jul 08 20:50:09 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if amount gets validated when making deposits","6950","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:49:26 GMT 2025","passed","Tue Jul 08 20:49:33 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3022","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 20:50:16 GMT 2025","passed","Tue Jul 08 20:50:19 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if a bank manager is able to open an account for a customer","2191","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 20:50:33 GMT 2025","passed","Tue Jul 08 20:50:36 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if a bank manager is able to add new customers","1342","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 20:50:12 GMT 2025","passed","Tue Jul 08 20:50:13 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customer names are validated when adding new customer","1419","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 20:50:16 GMT 2025","failed","Tue Jul 08 20:50:17 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if a bank manager is able to delete a customer account","1670","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 20:50:18 GMT 2025","passed","Tue Jul 08 20:50:20 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when making deposits","7234","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:49:26 GMT 2025","passed","Tue Jul 08 20:49:33 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1414","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 20:50:26 GMT 2025","passed","Tue Jul 08 20:50:27 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when making deposits","6930","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:49:17 GMT 2025","passed","Tue Jul 08 20:49:24 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7231","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 20:49:44 GMT 2025","passed","Tue Jul 08 20:49:51 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7963","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 20:50:06 GMT 2025","passed","Tue Jul 08 20:50:14 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if currency is required to open an account","6118","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 20:50:22 GMT 2025","passed","Tue Jul 08 20:50:28 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if amount gets validated when making deposits","7461","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:49:15 GMT 2025","passed","Tue Jul 08 20:49:23 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customer names are validated when adding new customer","794","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 20:50:05 GMT 2025","failed","Tue Jul 08 20:50:06 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if customers can successfully withdraw their funds","2122","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 20:49:42 GMT 2025","passed","Tue Jul 08 20:49:44 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if currency is required to open an account","6418","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 20:50:35 GMT 2025","passed","Tue Jul 08 20:50:41 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if customer can successfully access their own account","1505","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 20:48:57 GMT 2025","passed","Tue Jul 08 20:48:59 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if amount gets validated when withdrawing","6881","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 20:49:47 GMT 2025","passed","Tue Jul 08 20:49:54 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if customers can view their own transaction history","2221","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 20:49:07 GMT 2025","passed","Tue Jul 08 20:49:09 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if amount gets validated when making deposits","7285","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:49:34 GMT 2025","passed","Tue Jul 08 20:49:41 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
