"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if amount gets validated when making deposits","7686","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:24:37 GMT 2025","passed","Tue Jul 08 20:24:44 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3463","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 20:25:45 GMT 2025","passed","Tue Jul 08 20:25:48 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when making deposits","7664","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:24:46 GMT 2025","passed","Tue Jul 08 20:24:54 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to open an account for a customer","1366","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 20:25:27 GMT 2025","passed","Tue Jul 08 20:25:28 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if customer postal code is validated when adding new customer","1357","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 20:24:53 GMT 2025","failed","Tue Jul 08 20:24:54 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if a bank manager is able to delete a customer account","3048","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 20:24:59 GMT 2025","passed","Tue Jul 08 20:25:02 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when making deposits","7258","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:24:17 GMT 2025","passed","Tue Jul 08 20:24:24 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customers can successfully withdraw their funds","1883","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 20:24:23 GMT 2025","passed","Tue Jul 08 20:24:24 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if customer can successfully access their own account","1992","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 20:24:09 GMT 2025","passed","Tue Jul 08 20:24:11 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if customer postal code is validated when adding new customer","1499","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 20:25:33 GMT 2025","failed","Tue Jul 08 20:25:35 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if amount gets validated when withdrawing","6881","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 20:24:26 GMT 2025","passed","Tue Jul 08 20:24:33 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if customer names are validated when adding new customer","1481","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 20:24:50 GMT 2025","failed","Tue Jul 08 20:24:52 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if amount gets validated when making deposits","7716","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:24:27 GMT 2025","passed","Tue Jul 08 20:24:35 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7149","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 20:24:44 GMT 2025","passed","Tue Jul 08 20:24:51 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if currency is required to open an account","6508","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 20:25:51 GMT 2025","passed","Tue Jul 08 20:25:57 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if amount gets validated when making deposits","7398","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:24:01 GMT 2025","passed","Tue Jul 08 20:24:08 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1499","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 20:25:41 GMT 2025","passed","Tue Jul 08 20:25:42 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when withdrawing","7361","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 20:24:42 GMT 2025","passed","Tue Jul 08 20:24:50 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when making deposits","6956","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 20:23:56 GMT 2025","passed","Tue Jul 08 20:24:03 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customers can view their own transaction history","1581","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 20:23:49 GMT 2025","passed","Tue Jul 08 20:23:51 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if a bank manager is able to delete a customer account","1833","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 20:25:06 GMT 2025","passed","Tue Jul 08 20:25:08 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if a customer can successfully make a deposit","1873","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 20:23:52 GMT 2025","passed","Tue Jul 08 20:23:54 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if amount gets validated when withdrawing","7789","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 20:25:19 GMT 2025","passed","Tue Jul 08 20:25:27 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if customers can view their own transaction history","2392","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 20:24:13 GMT 2025","passed","Tue Jul 08 20:24:15 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if customer names are validated when adding new customer","1528","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 20:25:29 GMT 2025","failed","Tue Jul 08 20:25:31 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if a bank manager is able to add new customers","1351","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 20:24:55 GMT 2025","passed","Tue Jul 08 20:24:56 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if a bank manager is able to open an account for a customer","2207","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 20:25:16 GMT 2025","passed","Tue Jul 08 20:25:19 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if customers can successfully withdraw their funds","2226","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 20:24:24 GMT 2025","passed","Tue Jul 08 20:24:26 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if currency is required to open an account","6152","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 20:25:10 GMT 2025","passed","Tue Jul 08 20:25:16 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if customer can successfully access their own account","1892","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 20:23:53 GMT 2025","passed","Tue Jul 08 20:23:55 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if customer can successfully access their own account","1486","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 20:23:46 GMT 2025","passed","Tue Jul 08 20:23:47 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if a customer profile is required to open an account","6374","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 20:25:09 GMT 2025","passed","Tue Jul 08 20:25:16 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
