"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if customer names are validated when adding new customer","1417","verifyAddingCustomersWithInvalidNames","BankAppSuite","Mon Jul 07 11:50:35 GMT 2025","failed","Mon Jul 07 11:50:36 GMT 2025","tests.bank_manager.AddCustomerTest","Firefox Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if customer names are validated when adding new customer","1423","verifyAddingCustomersWithInvalidNames","BankAppSuite","Mon Jul 07 11:50:33 GMT 2025","failed","Mon Jul 07 11:50:35 GMT 2025","tests.bank_manager.AddCustomerTest","Chrome Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if customers can view their own transaction history","2254","verify","BankAppSuite","Mon Jul 07 11:49:23 GMT 2025","passed","Mon Jul 07 11:49:25 GMT 2025","tests.customer.TransactionHistoryTest","Firefox Tests","tests.customer.TransactionHistoryTest","verify"
"Verify if customer can successfully access their own account","2181","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Mon Jul 07 11:49:20 GMT 2025","passed","Mon Jul 07 11:49:22 GMT 2025","tests.login.CustomerLoginTest","Chrome Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if amount gets validated when making deposits","7657","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Mon Jul 07 11:49:50 GMT 2025","passed","Mon Jul 07 11:49:58 GMT 2025","tests.customer.DepositFundsTest","Firefox Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customers can successfully withdraw their funds","2431","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Mon Jul 07 11:50:00 GMT 2025","passed","Mon Jul 07 11:50:02 GMT 2025","tests.customer.WithdrawFundsTest","Firefox Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if customer postal code is validated when adding new customer","1408","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Mon Jul 07 11:50:38 GMT 2025","failed","Mon Jul 07 11:50:40 GMT 2025","tests.bank_manager.AddCustomerTest","Firefox Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if amount gets validated when withdrawing","7451","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Mon Jul 07 11:50:25 GMT 2025","passed","Mon Jul 07 11:50:32 GMT 2025","tests.customer.WithdrawFundsTest","Firefox Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a customer profile is required to open an account","6410","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Mon Jul 07 11:51:03 GMT 2025","passed","Mon Jul 07 11:51:10 GMT 2025","tests.bank_manager.AccountTest","Edge Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if a customer profile is required to open an account","6440","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Mon Jul 07 11:51:06 GMT 2025","passed","Mon Jul 07 11:51:12 GMT 2025","tests.bank_manager.AccountTest","Chrome Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if amount gets validated when making deposits","7333","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Mon Jul 07 11:49:41 GMT 2025","passed","Mon Jul 07 11:49:48 GMT 2025","tests.customer.DepositFundsTest","Chrome Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when making deposits","7495","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Mon Jul 07 11:49:31 GMT 2025","passed","Mon Jul 07 11:49:38 GMT 2025","tests.customer.DepositFundsTest","Chrome Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7563","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Mon Jul 07 11:50:24 GMT 2025","passed","Mon Jul 07 11:50:32 GMT 2025","tests.customer.WithdrawFundsTest","Edge Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3359","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Mon Jul 07 11:50:49 GMT 2025","passed","Mon Jul 07 11:50:52 GMT 2025","tests.bank_manager.AccountTest","Edge Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when withdrawing","7727","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Mon Jul 07 11:50:04 GMT 2025","passed","Mon Jul 07 11:50:12 GMT 2025","tests.customer.WithdrawFundsTest","Firefox Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if customers can view their own transaction history","2245","verify","BankAppSuite","Mon Jul 07 11:49:23 GMT 2025","passed","Mon Jul 07 11:49:25 GMT 2025","tests.customer.TransactionHistoryTest","Edge Tests","tests.customer.TransactionHistoryTest","verify"
"Verify if a bank manager is able to add new customers","1441","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Mon Jul 07 11:50:45 GMT 2025","passed","Mon Jul 07 11:50:47 GMT 2025","tests.bank_manager.AddCustomerTest","Edge Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if a bank manager is able to add new customers","1528","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Mon Jul 07 11:50:44 GMT 2025","passed","Mon Jul 07 11:50:46 GMT 2025","tests.bank_manager.AddCustomerTest","Chrome Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when making deposits","7486","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Mon Jul 07 11:49:51 GMT 2025","passed","Mon Jul 07 11:49:58 GMT 2025","tests.customer.DepositFundsTest","Edge Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1679","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Mon Jul 07 11:50:40 GMT 2025","passed","Mon Jul 07 11:50:42 GMT 2025","tests.bank_manager.AddCustomerTest","Chrome Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when withdrawing","7515","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Mon Jul 07 11:50:05 GMT 2025","passed","Mon Jul 07 11:50:12 GMT 2025","tests.customer.WithdrawFundsTest","Chrome Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1406","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Mon Jul 07 11:50:46 GMT 2025","passed","Mon Jul 07 11:50:47 GMT 2025","tests.bank_manager.AddCustomerTest","Firefox Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when making deposits","7470","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Mon Jul 07 11:49:31 GMT 2025","passed","Mon Jul 07 11:49:38 GMT 2025","tests.customer.DepositFundsTest","Edge Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customers can successfully withdraw their funds","2221","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Mon Jul 07 11:50:00 GMT 2025","passed","Mon Jul 07 11:50:03 GMT 2025","tests.customer.WithdrawFundsTest","Edge Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if a bank manager is able to delete a customer account","3502","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Mon Jul 07 11:50:49 GMT 2025","passed","Mon Jul 07 11:50:53 GMT 2025","tests.bank_manager.AccountTest","Firefox Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if customer postal code is validated when adding new customer","1493","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Mon Jul 07 11:50:37 GMT 2025","failed","Mon Jul 07 11:50:39 GMT 2025","tests.bank_manager.AddCustomerTest","Chrome Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if a customer can successfully make a deposit","2582","verifyCustomerCanDepositSuccessfully","BankAppSuite","Mon Jul 07 11:49:26 GMT 2025","passed","Mon Jul 07 11:49:29 GMT 2025","tests.customer.DepositFundsTest","Edge Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if a bank manager is able to delete a customer account","3645","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Mon Jul 07 11:50:48 GMT 2025","passed","Mon Jul 07 11:50:52 GMT 2025","tests.bank_manager.AccountTest","Chrome Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when withdrawing","7466","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Mon Jul 07 11:50:14 GMT 2025","passed","Mon Jul 07 11:50:22 GMT 2025","tests.customer.WithdrawFundsTest","Firefox Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a customer can successfully make a deposit","2578","verifyCustomerCanDepositSuccessfully","BankAppSuite","Mon Jul 07 11:49:26 GMT 2025","passed","Mon Jul 07 11:49:29 GMT 2025","tests.customer.DepositFundsTest","Chrome Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if currency is required to open an account","6485","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Mon Jul 07 11:50:55 GMT 2025","passed","Mon Jul 07 11:51:02 GMT 2025","tests.bank_manager.AccountTest","Firefox Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if customer postal code is validated when adding new customer","1435","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Mon Jul 07 11:50:38 GMT 2025","failed","Mon Jul 07 11:50:39 GMT 2025","tests.bank_manager.AddCustomerTest","Edge Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if currency is required to open an account","6619","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Mon Jul 07 11:50:54 GMT 2025","passed","Mon Jul 07 11:51:00 GMT 2025","tests.bank_manager.AccountTest","Chrome Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if a bank manager is able to open an account for a customer","2728","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Mon Jul 07 11:51:13 GMT 2025","passed","Mon Jul 07 11:51:15 GMT 2025","tests.bank_manager.AccountTest","Firefox Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if a customer profile is required to open an account","6466","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Mon Jul 07 11:51:04 GMT 2025","passed","Mon Jul 07 11:51:10 GMT 2025","tests.bank_manager.AccountTest","Firefox Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if a bank manager is able to open an account for a customer","2250","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Mon Jul 07 11:51:15 GMT 2025","passed","Mon Jul 07 11:51:17 GMT 2025","tests.bank_manager.AccountTest","Chrome Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if amount gets validated when withdrawing","7417","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Mon Jul 07 11:50:05 GMT 2025","passed","Mon Jul 07 11:50:12 GMT 2025","tests.customer.WithdrawFundsTest","Edge Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if customers can view their own transaction history","2260","verify","BankAppSuite","Mon Jul 07 11:49:23 GMT 2025","passed","Mon Jul 07 11:49:25 GMT 2025","tests.customer.TransactionHistoryTest","Chrome Tests","tests.customer.TransactionHistoryTest","verify"
"Verify if amount gets validated when making deposits","7785","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Mon Jul 07 11:49:41 GMT 2025","passed","Mon Jul 07 11:49:49 GMT 2025","tests.customer.DepositFundsTest","Edge Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
